lon,lat
127.06150917316639,37.149280591106155
127.06186518201918,37.149617022500586
127.06095674539347,37.1494330714628
127.06146115127561,37.1493198798057
127.0683494614262,37.15483885046748
127.07355846165296,37.146371168024324
127.07298671052966,37.14638102673618
127.07215107208305,37.13379107096592
127.06087070382422,37.15001952007859
127.06098665164728,37.149578987469624
127.06194280832932,37.14963235415559
127.06158148023893,37.14997046282691
127.0733331915035,37.15611238454205
127.07279890558483,37.156269200289266
127.07242581084438,37.15643307552248
127.07228788684989,37.15598305554489
127.06221297816563,37.149604076513704
127.06357609080581,37.149466436552025
127.07205812070903,37.15571550890686
127.07259808695618,37.15584815393953
127.0733331915035,37.15611238454205
127.07282199573237,37.15591076254926
127.07277087615526,37.155890600349984
127.071933720145,37.15720277501805
127.07162963651035,37.15759069467154
127.07132217418545,37.15796884484638
127.07442111885526,37.14636212815828
127.07498463629938,37.146351903323975
127.07554815374348,37.14634167848968
127.0761116711876,37.14633145365537
127.07450300330483,37.14879717444269
127.07506852072238,37.14878217454951
127.07563403813994,37.148767174656335
127.0761995555575,37.14875217476315
127.06012087515558,37.15111462837237
127.0599030575352,37.151537642554736
127.05976120206554,37.15197565753304
127.06150917316639,37.149280591106155
127.0616762728346,37.148847573989805
127.06184337250284,37.148414556873455
127.06206692619507,37.14806850116017
127.0621189800957,37.14852625274471
127.06215808794832,37.14897662700965
127.06219753364053,37.14942917671469
127.06845616496722,37.146472316816244
127.0684701894922,37.14693407611717
127.06847817574858,37.14739070528188
127.06848611632138,37.14784622322961
127.06849396875525,37.14830110114257
127.06850035715559,37.148755848332776
127.06861564424437,37.14232479635068
127.06859218215145,37.142778495925846
127.06856990829387,37.143234675915004
127.06854807295072,37.143687478626596
127.06883024297393,37.16105605216997
127.06851356934531,37.161447971200985
127.06845616496722,37.146472316816244
127.06901984989364,37.14646169882968
127.06958353482007,37.14645108084312
127.07014727971995,37.14644046952927
127.07071196420407,37.14642996275438
127.07127664868817,37.146419455979505
127.07184203793425,37.14640893901142
127.07240848432326,37.14639840675354
127.06768371033844,37.15631228714293
127.06751909238146,37.156747724727325
127.06735701708851,37.1571805756717
127.06719021589299,37.157619142179
127.06702215016784,37.15805391078579
127.06685047828579,37.15848850118788
127.06443096569662,37.14937799791322
127.06499365684816,37.149313568263494
127.06555481768126,37.14924941522147
127.0661253588939,37.14918396946892
127.07348922997592,37.14399732568293
127.0734800637033,37.14354651784354
127.0734692996862,37.143092116177534
127.07355846165296,37.146371168024324
127.07354274079404,37.145918679427844
127.0735270199351,37.145466190831364
127.05862664394972,37.151497022406026
127.07355846165296,37.146371168024324
127.07357407675097,37.14682205402233
127.07358969184897,37.147272940020336
127.07360522164443,37.1477244198074
127.07362055240061,37.148177285102264
127.07363588315681,37.148630150397125
127.06221297816563,37.149604076513704
127.07018929040743,37.14892340971528
127.07076135152873,37.148907754623345
127.07132775153906,37.148887547059005
127.071895256632,37.14886685369597
127.07246472631624,37.148845296690816
127.07304858611232,37.14882502032709
127.06351510582664,37.14947665610083
127.06295522166295,37.14953096532459
127.06239533749925,37.14958527454834
127.0685032693286,37.148974113210365
127.06907441977658,37.14895747415289
127.06963748575176,37.14894026989147
127.0683494614262,37.15483885046748
127.06793026580718,37.15452687901382
127.06751548616302,37.15420807191856
127.06702352338901,37.15397103318093
127.06662612869665,37.15364625493838
127.06636101748049,37.1532425833749
127.06598043531578,37.15290527664865
127.0655876700445,37.152579421985784
127.0651928980648,37.152255316055424
127.06480725179554,37.151923500859425
127.06443782901155,37.15157798030228
127.06412416380252,37.15118754518277
127.06390539992229,37.15076872867015
127.06372019826095,37.150336673280066
127.06361027131217,37.14989440737641
127.0683494614262,37.15483885046748
127.06851737613884,37.154407892625265
127.06864257588978,37.153966860475585
127.06865594823887,37.153505331799884
127.06863913310332,37.15304724992363
127.06861541831908,37.15259177818834
127.0685978942723,37.15213760055298
127.0685823828428,37.151685050799614
127.06856255526151,37.15123413312676
127.06855385362796,37.150779337945565
127.06854129065547,37.15032723090746
127.06852693665003,37.14987621972625
127.0685136852954,37.149425190136476
127.0685032693286,37.148974113210365
127.07374293398334,37.15271445582145
127.07373308003021,37.15226281248723
127.07372322607708,37.151811169153014
127.07371337212395,37.15135952581879
127.0733331915035,37.15611238454205
127.07383390657813,37.15634752485693
127.07205812070903,37.15571550890686
127.07374293398334,37.15271445582145
127.07375760029737,37.15316961892338
127.07377146069227,37.15362514627841
127.07367093386324,37.1540736449701
127.07346608721063,37.15450445186188
127.07326244717974,37.15493239689702
127.07305929391427,37.15535535519139
127.0683494614262,37.15483885046748
127.0688285960558,37.15508831727473
127.06936767413707,37.155269917196236
127.06992265485255,37.15536560281232
127.06357715582334,37.16594885088449
127.06366497510128,37.165502961181986
127.06376247678837,37.16505849798223
127.06387230154164,37.16461585033142
127.07815643303246,37.14550472635601
127.07816920082804,37.145047229743795
127.07818417156572,37.14459291659751
127.07819893300245,37.14413919430032
127.07820783286444,37.14368727451442
127.07821673272642,37.14323535472852
127.0782256325884,37.14278343494262
127.07823453245038,37.14233151515672
127.0782401930553,37.1418752383505
127.07823936260777,37.14141950456168
127.07823937711368,37.14096682959572
127.07348922997592,37.14399732568293
127.0729181115474,37.14399837355281
127.07235215758051,37.14400779403404
127.07178474809821,37.14401628928741
127.07121975978251,37.144007234834746
127.07065638557788,37.143986480578064
127.07009326952895,37.14396030598919
127.06953019550538,37.143933249020655
127.06896685700637,37.14390651778148
127.07458804674012,37.15539621827955
127.06830828892386,37.15676352223129
127.06789799433037,37.15645364208033
127.06830828892386,37.15676352223129
127.06875962743658,37.15703357478356
127.06921135400727,37.15730912462966
127.06966842223478,37.157577737367724
127.07011540817255,37.157857476157204
127.06369676569723,37.15898028681055
127.06361500087412,37.15942967976008
127.05713986188353,37.14256507799115
127.0570731414639,37.14211725609069
127.05700642104428,37.141669434190234
127.05693970062465,37.141221612289776
127.05687298020503,37.14077379038931
127.0568062597854,37.14032596848885
127.05673953936578,37.139878146588394
127.06830828892386,37.15676352223129
127.06804332112344,37.15716919392374
127.06807050365597,37.15763304875237
127.06812483234413,37.15809197537874
127.0681568967623,37.15854439998924
127.06818687317325,37.15900233660847
127.06731610038467,37.14360064766565
127.0674492057713,37.144053338619706
127.06753185791875,37.14450556372002
127.06731610038467,37.14360064766565
127.06710656309356,37.14317705581234
127.06690395627324,37.14275119017705
127.06670145043462,37.14232239873352
127.06713344473266,37.14221198012338
127.06148717807034,37.13980101534285
127.0615012867875,37.14025275521602
127.06151539550468,37.14070449508919
127.06152950422185,37.14115623496236
127.06154361293902,37.14160797483553
127.06157096146973,37.14205925945241
127.0616016199538,37.142510430255214
127.06163227843788,37.142961601058026
127.05620332593132,37.134184905019126
127.05676792903152,37.13417954500569
127.05733253213171,37.13417418499226
127.05789713523191,37.13416882497882
127.05846173833211,37.13416346496539
127.05902689971022,37.13415848188428
127.05959232380734,37.13415367618308
127.06016164591465,37.134161959605066
