,floating_pop_count50,elem_kinder_count400,num_cram_school_count400,parking_count25,width_nearby_count25,cross_road_nearby_count25,lat,lon,overspeed_cam_count100,is_cross50,is_traffic_signal50,is_bump40,numberSchoolZone_count400,cluster,extra50,danger,index
0,0.327047242168306,0.03225806451612903,0.07834101382488479,0.0,0.1111111111111111,0.30000000000000004,37.149280591106155,127.06150917316641,0,True,True,False,0,2,0,1.6026400995974044,0
1,0.42481077577776555,0.03225806451612903,0.07834101382488479,0.0,0.24999999999999994,0.4,37.14950332987456,127.06161547872827,0,True,True,False,0,2,0,2.12003518073343,1
2,0.30514248513335773,0.03225806451612903,0.11981566820276497,0.0,0.3333333333333333,0.30000000000000004,37.149617022500586,127.06186518201919,0,True,True,False,0,2,0,1.7555023838670198,2
3,0.35731968948761544,0.03225806451612903,0.018433179723502304,0.0,0.3333333333333333,0.30000000000000004,37.149433071462795,127.06095674539348,0,True,True,False,0,0,0,1.8533510723810287,3
4,0.3985137483391928,0.03225806451612903,0.07834101382488479,0.0,0.3333333333333333,0.30000000000000004,37.14945708580803,127.06123724516807,0,True,True,False,0,2,0,1.8971601193721268,4
5,0.16805502566355868,0.16129032258064516,0.06912442396313365,0.001174812030075188,0.3333333333333333,0.0,37.15483885046748,127.0683494614262,0,True,True,False,2,0,0,1.1372197279173526,6
6,0.11958368869830724,0.3870967741935484,0.7373271889400922,0.0,0.6666666666666667,0.0,37.146371168024324,127.07355846165295,0,True,True,False,1,2,0,2.641325729902008,7
7,0.12684237297767356,0.3870967741935484,0.7373271889400922,0.0,0.6666666666666667,0.0,37.146376097380255,127.07327258609129,0,True,True,False,1,0,0,2.7511089221539144,8
8,0.13170593897526822,0.3225806451612903,0.7373271889400922,0.0,0.49999999999999994,0.0,37.14638102673618,127.07298671052963,0,True,True,False,1,0,0,2.5024297069869705,9
9,0.10427608218149371,0.8709677419354839,0.6221198156682027,0.0042293233082706765,0.3333333333333333,0.0,37.13379107096592,127.07215107208306,0,True,False,False,6,2,0,3.4100077533351154,10
10,0.12084667489366357,0.8064516129032258,0.6221198156682027,0.0007048872180451127,0.3333333333333333,0.4,37.133794943749116,127.07243332214682,0,True,False,False,4,2,0,4.03140208979482,11
11,0.455736040998475,0.03225806451612903,0.018433179723502304,0.0007048872180451127,0.3333333333333333,0.30000000000000004,37.150019520078594,127.06087070382422,0,True,True,False,0,0,0,2.073449209465828,12
12,0.47690390113751263,0.03225806451612903,0.018433179723502304,0.0007048872180451127,0.3333333333333333,0.30000000000000004,37.14981046454245,127.06099908477829,0,True,True,False,0,0,0,2.1201056824788247,13
13,0.47690390113751263,0.03225806451612903,0.018433179723502304,0.0,0.22222222222222227,0.30000000000000004,37.14957898746962,127.06098665164728,0,True,True,False,0,0,0,2.036012175033953,14
14,0.4368677152117204,0.03225806451612903,0.11981566820276497,0.0,0.22222222222222227,0.30000000000000004,37.14976980779873,127.06171420952604,0,True,True,False,0,2,0,1.9583692766531269,16
