lon,lat,overspeed_cam_count100,floating_pop_count50,bump_count0,parking_count12.5,parking_count25,car_count1000,child_count1000,elem_kinder_count400,numberSchoolZone_count400,accident_count12.5,accident_count25,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25,num_cram_school_count400,shortest_cross_count0,shortest_traffic_signal_count0,shortest_sidewalk_count0
127.03515398601068,37.192298791994546,0,10.659444444444443,1274.9249797608716,1,1,2482,258.0,4,0,0,0,,62.79,31.935,,2.0,0,0,9,13.428952865619573,104.1888401796469,69.78855468744077
127.0349736344253,37.192473789283675,0,13.755151515151512,1253.9237647491414,0,1,2482,258.0,4,0,0,0,,,31.935,,,0,0,9,5.579418674070351,93.45915570898215,86.82573203359945
127.03479377752303,37.1926483997305,0,12.002727272727274,1233.1328692743268,0,0,2482,258.0,4,0,0,0,62.79,62.79,31.935,2.0,2.0,0,0,9,12.058431153845355,88.38582599748717,103.07499806503496
127.0346139206208,37.192823010177335,0,20.169071969696972,1212.5055686209985,0,1,2482,258.0,6,0,0,0,62.79,62.79,31.935,2.0,2.0,0,0,9,27.38549387304231,90.28050952551044,105.55378414879235
127.03443406371856,37.19299762062417,0,29.393484848484857,1192.050353929131,2,2,2482,258.0,6,0,0,0,,62.79,62.79,,2.0,0,0,9,2.5291594285595336,98.74289248831957,86.47148354325076
127.03422842602457,37.193152490478994,0,34.43972222222223,1170.087959526452,2,3,2482,258.0,7,0,0,0,62.79,62.79,62.79,2.0,2.0,0,0,9,5.044250993715714,109.40707227711304,69.62154906076344
127.0340163604127,37.19330463882621,0,51.65979166666667,1147.7688970077393,0,2,2482,258.0,7,0,0,0,62.79,62.79,62.79,2.0,2.0,0,0,9,18.208070033683995,121.61551580054042,53.084462908312624
127.0338040165868,37.19345702512623,0,100.38222222222221,1125.5456317517273,0,0,2482,258.0,7,0,0,0,62.79,62.79,56.22,2.0,2.0,0,0,22,2.110954582509374,137.42563244472274,29.111384286959833
127.03359144694349,37.19360971645492,0,135.79888888888888,1103.4293924499514,0,0,2482,258.0,9,0,0,0,62.79,62.79,56.22,2.0,2.0,0,0,23,11.69542732148787,155.8059628787868,6.214103457475756
127.03347665892723,37.19381556534506,0,116.30458333333333,1088.7973303726721,0,3,2482,143.0,11,0,0,0,56.22,56.22,50.62833333333333,2.5,2.5,0,0,31,7.302536528334523,179.9629953559669,6.605190629729749
127.04951226583546,37.17209972650922,0,9.917992424242424,597.5224421792193,0,0,1647,277.0,7,2,0,0,86.0025,90.79124999999999,91.70416666666667,2.0,2.0,0,0,81,208.5701190630359,206.71297811786948,7.398994740843034
127.0493944146685,37.172309807398186,0,10.342777777777778,579.9375596171869,0,0,1647,277.0,9,2,0,0,91.67,91.67,90.79124999999999,2.0,2.0,0,0,81,209.2691144156412,211.52523753228783,13.54789822687375
127.04937854157724,37.17250604357613,0,10.084848484848486,560.5723411363819,0,0,1647,277.0,9,2,0,0,91.67,91.67,87.89166666666667,2.0,2.0,0,0,81,192.76547838499775,194.14796624067722,35.36103936723482
127.04966226196848,37.172570859449856,0,9.13,544.0273418860766,0,0,1647,277.0,9,2,0,0,91.67,91.67,83.09,2.0,2.0,0,0,81,171.9071729006712,174.44845147767236,40.44916853525829
127.04995246684976,37.172597361972926,0,4.20189393939394,532.0696264218633,0,0,1647,277.0,7,2,0,1,91.67,91.67,83.09,2.0,2.0,0,0,81,156.21165468623664,160.3563243550675,42.256094395600456
127.05024075182031,37.17257835790192,0,3.5140404040404047,526.0075152982569,0,0,1647,277.0,6,2,0,0,91.67,91.67,91.67,2.0,2.0,0,0,81,139.60121359701944,137.42568971148745,43.29630447171257
127.05052164652894,37.172525080252576,0,4.44459595959596,524.9908796683293,0,0,1647,277.0,6,2,0,0,91.67,91.67,91.67,2.0,2.0,0,0,81,114.38584691391716,112.24337151334662,45.0809293275418
