lon,lat,overspeed_cam_count100,floating_pop_count50,bump_count0,parking_count12.5,parking_count25,car_count1000,child_count1000,elem_kinder_count400,numberSchoolZone_count400,accident_count12.5,accident_count25,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25,num_cram_school_count400,shortest_cross_count0,shortest_traffic_signal_count0,shortest_sidewalk_count0
127.04118442364675,37.14035827556228,0,6.917499999999999,2171.661298762208,0,0,1327,192.0,0,0,0,0,92.615,92.615,92.615,2.0,2.0,0,0,0,112.9836221827914,92.50718254475709,193.61918834078162
127.04090229086412,37.140345683326295,0,53.094545454545454,2193.8642517722374,0,0,1327,192.0,0,0,0,0,,92.615,92.615,,2.0,0,0,0,88.56857461198798,67.50631400291351,218.68717505366686
127.04062015808148,37.14033309109032,0,83.89966666666668,2216.1291433971583,0,0,1327,192.0,0,0,0,0,,,80.08999999999999,,,0,0,0,64.68413004197625,42.62897336903075,243.76284785096422
127.04033802529882,37.14032049885434,0,205.82827777777777,2238.454125552896,0,0,1327,192.0,0,0,0,0,95.63499999999999,73.8275,77.34249999999999,2.0,1.5,1,2,0,42.240174134038234,18.383695720045313,268.8440571932375
127.03987741778202,37.1403144502312,0,212.3252777777778,2274.226479547953,0,0,1327,192.0,0,0,0,0,97.39,80.42999999999999,80.42999999999999,1.6666666666666667,1.7142857142857142,3,5,0,9.721978391745171,11.139206925903057,309.6561657506399
127.03987741778202,37.1403144502312,0,212.3252777777778,2274.226479547953,0,0,1327,192.0,0,0,0,0,97.39,80.42999999999999,80.42999999999999,1.6666666666666667,1.7142857142857142,3,5,0,9.721978391745171,11.139206925903057,309.6561657506399
127.03638585380445,37.13743836967474,0,70.1070833333333,2704.7780440973643,0,0,1095,144.0,0,0,0,0,,99.69,99.44500000000001,,1.5,0,2,0,35.86092531451825,36.17746101080644,108.35193929935784
127.03646546930214,37.13765484953363,0,22.237222222222226,2685.990897516493,0,0,1095,144.0,0,0,0,0,,98.95500000000001,99.44500000000001,,2.0,0,0,0,59.60315799535474,61.005932257986544,123.33657985469675
127.03654508479984,37.13787132939252,0,19.2825,2667.306615208356,0,0,1095,144.0,0,0,0,1,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,84.1040963672262,85.95998425210048,141.20240537835443
127.03662470029757,37.13808780925141,0,22.621666666666666,2648.7273738685417,0,0,1095,144.0,0,0,1,1,,98.95500000000001,98.95500000000001,,2.0,0,0,0,108.8526210615708,110.95491572240341,160.9930564082837
127.03672224935166,37.1383003724928,0,24.742916666666666,2629.1123459653913,0,0,1095,144.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,133.5733236938044,135.93649024565434,181.27938905345243
127.03685244014588,37.1385068738783,0,27.44083333333333,2607.4393600118683,0,0,1095,144.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,158.41170532931824,161.11349687848931,201.52459081469937
127.03701572063962,37.13869546044835,0,23.229444444444443,2584.3092285563566,0,0,1095,144.0,0,0,0,0,,98.95500000000001,98.95500000000001,,2.0,0,0,0,182.3644763880171,185.4662541335426,220.67036925737668
127.03719540285488,37.13887070278209,0,21.385833333333334,2560.7091283323066,0,0,1095,144.0,0,0,0,0,,,98.95500000000001,,,0,0,0,205.74625037407506,207.17451914480432,239.50022403065628
127.03737508507014,37.13904594511583,0,14.047083333333333,2537.1390901964037,0,0,1095,144.0,0,0,0,0,,98.95500000000001,98.95500000000001,,2.0,0,0,0,229.50471869611758,182.12756032210262,259.40604167179015
127.0375547672854,37.13922118744957,0,9.751388888888888,2513.5999591388245,0,0,1095,144.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,222.95770708371865,157.11731097590925,280.15856215258077
127.03773444950066,37.1393964297833,0,4.31489898989899,2490.092610970417,0,0,1095,144.0,0,0,0,0,,,98.95500000000001,,,0,0,0,199.38337172413426,132.164599882007,301.5830406823199
127.03791413171594,37.13957167211704,0,0.6851767676767677,2466.6179536765653,0,0,1095,144.0,0,0,0,0,,,98.95500000000001,,,0,0,0,176.24842746461238,107.3095565580616,323.54601302298624
127.038099023671,37.13974405734703,0,0.4477651515151515,2442.927616862036,0,0,1095,144.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,153.44154874129043,82.4693461837339,345.74275195846616
127.03829607823091,37.13990910333357,0,25.346565656565655,2418.718374655546,0,0,1095,144.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,130.72927018641784,57.509371638250435,367.82637924713697
127.03852773174292,37.14004745293877,0,19.97969696969697,2393.2734816009024,0,0,1095,192.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,106.79759977982191,31.869341974746863,388.3963101319496
127.03878251928738,37.14015033553079,0,37.81708333333333,2367.9382451342317,0,0,1095,192.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,82.37982737823734,7.1145300407513075,406.54674014762844
127.03906112899472,37.14021610687338,0,108.96291666666664,2342.7535850949566,0,0,1095,192.0,0,0,0,0,98.95500000000001,98.95500000000001,98.95500000000001,2.0,2.0,0,0,0,56.893067293513404,20.582093982354177,382.880711023323
127.03933989905296,37.140269207236685,0,244.25916666666663,2318.257715179293,0,0,1327,192.0,0,0,0,0,98.95500000000001,98.95500000000001,97.78125,2.0,2.0,0,0,0,31.77546610810777,31.95392603673773,357.669134221705
127.03962885028577,37.140302208107634,0,247.4522222222222,2294.0934303879544,0,0,1327,192.0,0,0,0,0,99.17750000000001,97.78125,80.42999999999999,1.5,1.75,1,3,0,5.9272112971988316,6.7691432608198,331.7755736860595
127.04141498730333,37.15551872386821,0,49.09375,1481.2965729431016,0,0,70,40.0,0,0,0,0,86.77250000000001,84.23499999999999,75.60928571428572,1.0,1.0,4,10,0,230.41219320649648,21.4327492591874,30.83552403635636
127.04122588782144,37.15561631826383,0,48.19416666666667,1491.9611166192128,0,0,70,40.0,0,0,0,0,53.876666666666665,73.29666666666667,78.10615384615383,1.3333333333333333,1.1666666666666667,2,5,0,230.68021003216168,30.05277169636283,44.76867962214365
127.04171387445037,37.1555031153294,0,43.50375,1458.0824826625058,0,0,149,40.0,0,0,0,0,74.895,77.76666666666667,79.87846153846152,1.0,1.1666666666666667,2,5,0,219.4584526151237,19.956000668290013,36.598829990082756
127.04152986780386,37.155392088618605,0,45.720277777777774,1478.1647515560533,0,0,70,40.0,0,0,0,0,82.8025,85.375,72.184,1.0,1.0,4,10,0,237.7145598200603,4.163655299645046,17.96564407486826
127.04126082323424,37.15521729719936,0,39.25416666666667,1508.1563194180656,0,0,70,40.0,0,0,0,0,76.46000000000001,74.65833333333333,78.4230769230769,1.0,1.1666666666666667,2,5,0,266.18766360625557,14.346128304667493,7.214866040455597
127.04130990327675,37.155370600339054,0,45.69305555555555,1496.7940470396538,0,0,70,40.0,0,0,0,0,86.06,84.54799999999999,74.25785714285713,1.0,1.0,5,10,0,249.31007698196072,6.341468346159272,16.625607270364394
127.04152986780386,37.155392088618605,0,45.720277777777774,1478.1647515560533,0,0,70,40.0,0,0,0,0,82.8025,85.375,72.184,1.0,1.0,4,10,0,237.7145598200603,4.163655299645046,17.96564407486826
127.04146101793371,37.155327891872886,0,49.09375,1486.7848526221403,0,0,70,40.0,0,0,0,0,86.41999999999999,85.375,72.184,1.0,1.0,4,10,0,246.8577958519382,8.868295388373326,9.808312508390895
127.04130990327675,37.155370600339054,0,45.69305555555555,1496.7940470396538,0,0,70,40.0,0,0,0,0,86.06,84.54799999999999,74.25785714285713,1.0,1.0,5,10,0,249.31007698196072,6.341468346159272,16.625607270364394
127.0413028402901,37.155456430099626,0,48.19416666666667,1493.2576887227392,0,0,70,40.0,0,0,0,0,83.78,84.54799999999999,74.25785714285713,1.0,1.0,5,10,0,241.5281350911182,13.274631291058345,25.783121426245998
127.04148454679144,37.15549872913571,0,49.09375,1476.6630574773628,0,0,70,40.0,0,0,0,0,92.92750000000001,84.23499999999999,75.60928571428572,1.0,1.0,4,10,0,229.21135165625347,16.20846169139048,28.870443953133922
127.04141498730333,37.15551872386821,0,49.09375,1481.2965729431016,0,0,70,40.0,0,0,0,0,86.77250000000001,84.23499999999999,75.60928571428572,1.0,1.0,4,10,0,230.41219320649648,21.4327492591874,30.83552403635636
127.04214181631936,37.13367494648476,0,3.894974747474748,2402.983745252848,0,0,445,119.0,0,0,0,0,51.245,51.245,47.815,1.0,1.0,2,2,0,452.8066326689444,632.7559324291678,3.8559660788820547
127.04184494178897,37.13371073527765,0,3.044412878787879,2429.6553629452555,0,0,445,32.0,0,0,0,0,50.59,50.59,38.702,1.0,1.0,2,2,0,478.2960925795407,609.2266710919681,6.955922426668581
127.03663923757392,37.13687188223497,0,107.11916666666671,2720.2044275374333,0,0,1095,120.0,0,0,0,0,75.78,91.895,95.0,4.0,2.6666666666666665,0,2,0,26.986782666298843,28.6983240832215,52.38900704642705
127.03688680348507,37.13674739273682,0,148.0920833333334,2709.691801732683,0,0,1095,144.0,0,0,0,0,,75.78,93.90375,,4.0,0,0,0,51.7048403784446,54.57990663266558,26.95096859777028
127.0371245812848,37.13662482226396,0,48.84000000000001,2699.981375793933,0,0,1095,144.0,0,0,0,0,,75.78,75.78,,4.0,0,0,0,75.70612179539916,79.68552163518017,7.899638981927145
127.03736235908448,37.13650225179109,0,45.15166666666667,2690.470500943115,0,0,1095,144.0,0,0,0,0,75.78,75.78,75.78,4.0,4.0,0,0,0,100.26058386711006,104.80165267135953,8.3243315689721
127.03760013688417,37.13637968131823,0,39.52333333333333,2681.161301577201,0,0,1095,144.0,0,0,0,0,,,75.78,,,0,0,0,125.04278525341668,129.92221764998266,8.650020831461644
127.03783801345544,37.136257293608296,0,17.58,2672.03681938865,0,0,1095,144.0,0,0,0,0,,,,,,0,0,0,149.9389752405346,155.04108881607925,8.972588110986793
127.038078260544,37.1361392922088,0,18.178055555555556,2662.6580802181297,0,0,1095,144.0,0,0,0,0,,,75.78,,,0,0,0,174.87050997960333,180.0678776335376,8.901446016604716
127.0383185076326,37.1360212908093,0,7.652803030303031,2653.482474124456,0,0,1095,144.0,0,0,0,0,,75.78,75.78,,4.0,0,0,0,199.82996100430293,205.0987746328679,8.827971491482518
127.03855875472118,37.13590328940981,0,10.94253787878788,2644.5121163293657,0,0,1095,144.0,0,0,0,0,75.78,75.78,75.78,4.0,4.0,0,0,0,224.80803948835302,230.13244848941596,9.072227051123349
127.03879900180978,37.135785288010304,0,19.370454545454542,2635.7491032235675,0,0,1095,144.0,0,0,0,0,,75.78,75.78,,4.0,0,0,0,249.79916597897642,255.1680902008059,9.511416870877868
127.03903924889836,37.13566728661081,0,17.054747474747472,2627.195510411228,0,0,1095,144.0,0,0,0,0,,75.78,75.78,,4.0,0,0,0,274.7997881883506,280.20517983347406,10.33789370602679
127.03928871306309,37.13556211462569,0,24.326666666666664,2617.318170508493,0,0,1095,144.0,0,0,0,0,,,75.78,,,0,0,0,299.84918652386654,305.1684623733199,9.658612330003571
127.03954048149686,37.135460149994174,0,11.533750000000001,2607.2589385484202,0,0,1095,120.0,0,0,0,0,,,75.78,,,0,0,0,324.9108748895166,330.1301878868666,8.615350081278617
127.03979224993064,37.135358185362655,0,11.421944444444447,2597.4026422609445,0,0,1095,120.0,0,0,0,0,,75.78,75.78,,4.0,0,0,0,349.97367111185025,355.1071528890819,8.169446737644774
127.0400440183644,37.13525622073113,0,7.9575595238095245,2587.751601265277,0,0,1095,120.0,0,0,0,0,75.78,75.78,75.78,4.0,4.0,0,0,0,375.03735836006626,380.0963584087633,7.723555931674786
127.04029578679815,37.13515425609961,0,7.9575595238095245,2578.3081212590787,0,0,1095,120.0,0,0,0,0,,,75.78,,,0,0,0,400.1017741271795,405.0955441657928,7.756750578249624
127.04054755523194,37.13505229146809,0,3.5544312169312176,2566.794569802934,0,0,1095,120.0,0,0,0,0,,,,,,0,0,0,425.16679422464347,430.10297456555844,7.88110754581883
127.04079932366572,37.134950326836574,0,5.117361111111112,2542.7517480422725,0,0,1095,120.0,0,0,0,0,,,75.78,,,0,0,0,450.2323221174684,455.11729495877427,8.413406511133365
127.0410547982544,37.13485188591117,0,3.0750740740740743,2518.473575311551,0,0,1095,120.0,0,0,0,0,,75.78,38.480000000000004,,4.0,0,0,0,475.4078264360833,480.22429855606134,8.734845582132536
127.04131583207544,37.13475873054493,0,4.236305555555555,2493.8288392253053,0,0,1095,119.0,0,0,0,0,75.78,38.480000000000004,49.623333333333335,4.0,2.5,0,1,0,500.7515610213701,505.47406754199875,8.738380165601406
127.04670631240776,37.13421152339462,0,28.423658008658006,2011.7289688287792,0,0,1095,127.0,0,0,0,0,27.384999999999998,23.748333333333335,21.81375,4.0,2.0,0,0,0,43.2323538779441,746.9247950399631,10.493523104825043
127.04641948736096,37.13421341001733,0,18.86643578643578,2036.8176479961876,0,0,1095,127.0,0,0,0,0,,27.384999999999998,23.748333333333335,,4.0,0,0,0,68.059635886488,737.9920160144258,10.39847602568537
127.04613767024352,37.1342149638324,0,25.908939393939384,2061.471783562585,0,0,1095,127.0,0,0,0,0,,,27.384999999999998,,,0,0,0,92.79255078181366,729.6443778916822,10.32506512968718
127.04585585312608,37.134216517647474,0,0.39179292929292925,2086.135157921754,0,0,1095,127.0,0,0,0,0,,,,,,0,0,0,117.57892629240646,722.0690176001666,10.114790956389939
127.04557403600866,37.13421807146255,0,0.39179292929292925,2110.80744720582,0,0,1095,127.0,0,0,0,0,,,,,,0,0,0,142.44646402266562,715.2904721809515,9.915707070434742
127.04529221889123,37.13421962527762,0,0.3818939393939394,2135.488342403611,0,0,1095,127.0,0,0,0,0,,,27.384999999999998,,,0,0,0,167.36571307782123,709.2952381570873,9.754558694395682
127.0450104017738,37.13422117909269,0,0.2590909090909091,2160.1775485197836,0,0,1095,127.0,0,0,0,0,27.384999999999998,27.384999999999998,27.384999999999998,4.0,4.0,0,0,0,192.31657297140356,703.8454876948166,9.471853821886736
