사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2008011200100399,2008년 1월 12일 18시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,33세,상해없음,보행자,남,12세,경상
2008011400100005,2008년 1월 14일 00시,월요일,경기도 오산시 갈곶동,중상사고,0,4,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,22세,상해없음,승용,남,46세,중상
2008011400100144,2008년 1월 14일 12시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,남,7세,중상
2008011900100264,2008년 1월 19일 15시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,여,9세,경상
2008012200100222,2008년 1월 22일 12시,화요일,경기도 오산시 원동,중상사고,0,3,13,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 습기,눈,단일로 - 기타,승합,남,33세,상해없음,승합,남,34세,경상
2008020400100295,2008년 2월 4일 16시,월요일,경기도 오산시 오산동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,55세,상해없음,보행자,여,46세,중상
2008022200100516,2008년 2월 22일 22시,금요일,경기도 오산시 세교동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,40세,중상
2008022600100064,2008년 2월 26일 01시,화요일,경기도 오산시 은계동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 결빙,눈,단일로 - 기타,승용,남,43세,상해없음,승용,남,42세,경상
2008022700100235,2008년 2월 27일 14시,수요일,경기도 오산시 갈곶동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,여,24세,경상
2008022700100310,2008년 2월 27일 17시,수요일,경기도 오산시 청호동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,34세,상해없음,보행자,남,12세,경상
2008030300100132,2008년 3월 3일 10시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,29세,상해없음,보행자,여,9세,중상
2008031300100358,2008년 3월 13일 18시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,비,단일로 - 횡단보도상,승용,남,31세,상해없음,보행자,남,11세,중상
2008031500100243,2008년 3월 15일 12시,토요일,경기도 오산시 부산동,중상사고,0,1,6,0,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,50세,경상
2008031800100423,2008년 3월 18일 20시,화요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,17세,상해없음,보행자,여,2세,경상
2008032800100128,2008년 3월 28일 08시,금요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,31세,상해없음,승용,여,30세,경상
2008033000100336,2008년 3월 30일 15시,일요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,남,3세,경상
2008033100100274,2008년 3월 31일 15시,월요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,여,45세,기타불명,보행자,여,8세,경상
2008041700100410,2008년 4월 17일 18시,목요일,경기도 오산시 수청동,중상사고,0,4,0,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,화물,남,34세,중상
2008042600100427,2008년 4월 26일 15시,토요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,60세,상해없음,보행자,남,6세,경상
2008050500100335,2008년 5월 5일 15시,월요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,24세,기타불명,승용,남,43세,경상
2008060600100483,2008년 6월 6일 19시,금요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,32세,경상
2008061400100307,2008년 6월 14일 12시,토요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,33세,상해없음,보행자,남,7세,중상
2008061400100486,2008년 6월 14일 17시,토요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,자전거,여,9세,경상
2008062100100593,2008년 6월 21일 21시,토요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,기타불명,기타불명,기타불명,승용,여,41세,경상
2008070900100607,2008년 7월 9일 23시,수요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,보행자,남,7세,경상
2008071100100481,2008년 7월 11일 18시,금요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,61세,상해없음,보행자,여,6세,경상
2008071500100553,2008년 7월 15일 21시,화요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,기타불명,기타불명,기타불명,보행자,남,12세,경상
2008071700100510,2008년 7월 17일 19시,목요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,자전거,남,5세,경상
2008071900100744,2008년 7월 19일 23시,토요일,경기도 오산시 원동,중상사고,0,2,2,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 습기,비,단일로 - 기타,승용,남,43세,상해없음,승용,여,36세,중상
2008072000100451,2008년 7월 20일 17시,일요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,기타불명,기타불명,기타불명,자전거,남,12세,경상
2008072000100478,2008년 7월 20일 18시,일요일,경기도 오산시 가장동,중상사고,0,2,1,0,차대차 - 정면충돌,중앙선침범,포장 - 습기,비,단일로 - 기타,승용,남,29세,상해없음,승용,남,46세,중상
2008072100100197,2008년 7월 21일 11시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,보행자,남,12세,경상
2008072800100205,2008년 7월 28일 12시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,39세,상해없음,보행자,남,11세,중상
2008080400100458,2008년 8월 4일 19시,월요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,31세,상해없음,보행자,남,5세,경상
2008082200100179,2008년 8월 22일 09시,금요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,34세,상해없음,승용,남,38세,경상
2008090900100134,2008년 9월 9일 08시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,여,35세,상해없음,보행자,남,10세,경상
2008091700100368,2008년 9월 17일 17시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도부근,화물,남,65세,상해없음,보행자,여,3세,중상
2008101000100182,2008년 10월 10일 10시,금요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,여,32세,경상
2008101400100395,2008년 10월 14일 17시,화요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,32세,상해없음,보행자,남,7세,경상
2008101600100306,2008년 10월 16일 13시,목요일,경기도 오산시 오산동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,보행자,여,30세,중상
2008102100100272,2008년 10월 21일 13시,화요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,남,10세,경상
2008111400100329,2008년 11월 14일 15시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,18세,상해없음,보행자,여,12세,경상
2008112600100418,2008년 11월 26일 18시,수요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,56세,상해없음,보행자,여,11세,중상
2008121700100412,2008년 12월 17일 18시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승합,여,42세,상해없음,자전거,남,9세,경상
2008121800100371,2008년 12월 18일 16시,목요일,경기도 오산시 오산동,중상사고,0,1,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,화물,남,38세,경상
2009010800100411,2009년 1월 8일 21시,목요일,경기도 오산시 궐동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,31세,경상
2009012400100116,2009년 1월 24일 06시,토요일,경기도 오산시 오산동,중상사고,0,1,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 결빙,눈,단일로 - 기타,승용,남,37세,상해없음,승용,남,41세,중상
2009012500100134,2009년 1월 25일 08시,일요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 결빙,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,38세,경상
2009013000100375,2009년 1월 30일 16시,금요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,8세,중상
2009020500100261,2009년 2월 5일 15시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,남,10세,중상
2009021000100448,2009년 2월 10일 19시,화요일,경기도 오산시 청학동,경상사고,0,0,3,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,여,33세,경상
2009021300100316,2009년 2월 13일 13시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,맑음,단일로 - 횡단보도부근,승용,남,48세,상해없음,보행자,남,12세,중상
2009032800100184,2009년 3월 28일 09시,토요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,남,8세,중상
2009032900100467,2009년 3월 29일 21시,일요일,경기도 오산시 원동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,승용,여,70세,경상
2009033000100412,2009년 3월 30일 18시,월요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,보행자,남,5세,중상
2009040400100339,2009년 4월 4일 13시,토요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,9세,경상
2009041100100658,2009년 4월 11일 22시,토요일,경기도 오산시 은계동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,31세,중상
2009041600100339,2009년 4월 16일 16시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,55세,상해없음,보행자,남,5세,중상
2009041900100244,2009년 4월 19일 13시,일요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,8세,경상
2009042100100591,2009년 4월 21일 22시,화요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,보행자,남,6세,중상
2009042200100373,2009년 4월 22일 17시,수요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,10세,중상
2009042600100292,2009년 4월 26일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,35세,상해없음,승용,남,32세,경상
2009050400100209,2009년 5월 4일 11시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,보행자,여,3세,중상
2009050500100555,2009년 5월 5일 20시,화요일,경기도 오산시 누읍동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,승용,여,31세,경상
2009050700100558,2009년 5월 7일 20시,목요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,남,10세,부상신고
2009051300100352,2009년 5월 13일 15시,수요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,여,41세,상해없음,보행자,남,4세,중상
2009052300100346,2009년 5월 23일 14시,토요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,단일로 - 횡단보도상,원동기,남,16세,상해없음,보행자,여,7세,경상
2009052800100606,2009년 5월 28일 23시,목요일,경기도 오산시 원동,경상사고,0,0,6,1,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,36세,경상
2009060200100416,2009년 6월 2일 17시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,69세,상해없음,자전거,여,10세,경상
2009061200100433,2009년 6월 12일 16시,금요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,37세,상해없음,보행자,남,7세,중상
2009061300100664,2009년 6월 13일 21시,토요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,41세,상해없음,승용,남,30세,중상
