lon,lat,overspeed_cam_count100,floating_pop_count50,bump_count0,parking_count12.5,parking_count25,car_count1000,child_count1000,elem_kinder_count400,numberSchoolZone_count400,accident_count12.5,accident_count25,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25,num_cram_school_count400,shortest_cross_count0,shortest_traffic_signal_count0,shortest_sidewalk_count0
127.07435463987778,37.14047263067978,0,176.44138888888892,128.31115007363155,0,1,1909,422.0,12,2,0,0,,99.07,99.07,,2.0,0,0,122,64.79999742489014,18.973733072475465,49.16310249204449
127.07428097642698,37.14069304308799,0,211.21194444444447,112.1019804296991,1,3,1909,422.0,14,2,0,0,99.07,99.07,99.07,2.0,2.0,0,0,122,80.25341706016751,8.145361615617746,24.897488125652476
127.07418929533495,37.140912842441566,0,335.7527777777778,101.06956200963822,5,13,1909,422.0,14,1,0,0,99.07,99.07,99.07,2.0,2.0,0,0,132,55.349745932521266,16.152832062156964,8.063519872595917
127.07402533128679,37.14110245635319,0,381.673125,103.06343092907284,14,20,1909,422.0,13,1,0,0,,99.07,99.50999999999999,,2.0,0,0,141,29.762892422283343,11.007069319093048,4.011781599316737
127.0738773571163,37.14129481439292,0,381.673125,109.62977987552,1,8,1909,422.0,14,0,1,1,99.07,99.50999999999999,95.77777777777779,2.0,1.6666666666666667,0,2,141,4.703948162956987,6.216495327739468,5.925888115192718
127.07414302507021,37.14158012576696,0,294.4347222222222,85.2947734414942,0,1,1909,422.0,14,0,0,0,100.0,92.08250000000001,92.315,1.0,1.5,0,0,89,35.88042725464229,34.806662699741295,11.708634946848145
127.07385781438197,37.14156804485349,0,272.318125,110.27476887948852,1,1340,1909,422.0,15,0,0,2,84.165,94.54166666666667,97.63555555555557,2.0,1.6666666666666667,0,2,137,20.17041524393913,23.493530227901104,3.645170410130261
127.07346394314452,37.14179897901103,0,275.42361111111114,149.32202513136374,0,1339,1909,422.0,14,0,0,0,,99.7675,97.44,,2.5,0,2,106,46.236948314304264,13.493042661152012,9.756013403013737
127.07363268922371,37.141618537567375,0,342.9379166666667,130.79189522151546,1339,1339,1909,422.0,14,0,1,2,99.72999999999999,99.2475,97.82750000000001,2.0,2.0,1,6,137,29.50014115677998,13.122248035192765,2.524353695766461
127.0734700375413,37.14141408284976,0,390.8475,144.2674868082611,0,1,1909,422.0,14,1,1,4,98.7,98.91375000000001,92.57681818181821,1.6666666666666667,2.0,3,4,145,6.349532814465003,17.235745000170766,10.761627792513602
127.07374461963406,37.14142995350653,0,316.475,119.82314213284752,0,1340,1909,422.0,14,0,2,3,99.72999999999999,94.54166666666667,96.50318181818183,1.5,1.6666666666666667,2,2,141,7.322187569897,5.18392262810389,3.569695149954053
127.07346955500948,37.14156923928722,0,282.01458333333335,144.64298366629868,0,1339,1909,422.0,13,0,1,3,98.245,99.12700000000001,95.82944444444445,2.0,2.0,2,5,145,23.560848704993408,21.009072291884582,11.544359240568433
127.07347641154131,37.1410351023928,0,434.08500000000004,151.35585838094406,1,2,1909,422.0,14,2,0,1,83.26,91.4075,95.659,1.0,2.0,1,2,149,26.637866890953287,18.985974414929622,8.030807777880675
127.07347261749369,37.141260685998134,0,401.01062500000006,145.72234641399933,0,2,1909,422.0,13,1,2,3,99.555,94.80625,93.418,3.0,1.5,1,4,149,2.788210297191792,8.804933149960263,8.183066467456307
127.07368668796906,37.141560796305406,0,316.475,125.33904270094185,1339,1340,1909,422.0,14,0,1,2,99.72999999999999,97.09285714285714,97.82750000000001,1.5,2.0,2,6,137,22.285459123711185,19.31993206340613,5.402690699433215
127.09016938280581,37.15873533061737,0,314.9489583333334,918.6273528761959,0,0,1792,229.0,0,0,0,0,94.02,76.315,76.315,2.0,3.0,0,0,0,26.936466267420165,9.661267808787121,7.815685489217438
127.08988771189584,37.158738347177156,0,345.3791666666667,895.3124932155778,0,0,1792,229.0,0,0,0,0,,,76.315,,,0,0,0,45.39425852569889,20.76021261999154,9.548474089672819
127.08960604098586,37.158741363736965,0,299.99437500000005,872.0922894750968,0,0,2020,229.0,0,0,0,0,,,59.875,,,0,0,0,68.17529196463262,44.95369591393897,8.356698358945483
127.08932437007587,37.15874438029675,0,254.60958333333335,848.9745083656051,0,0,2020,229.0,0,0,0,0,59.875,59.875,59.875,4.0,4.0,0,0,0,92.126371077449,69.73438887139355,8.9045582908452
127.0890426991659,37.15874739685655,0,238.191875,825.9677498848212,0,0,2020,229.0,0,0,0,0,,59.875,59.875,,4.0,0,0,0,116.52824550759836,94.64215193776631,9.154776766501413
127.08876102825592,37.15875041341634,0,221.7741666666667,803.0815557532375,0,0,2020,229.0,0,0,0,0,,,59.875,,,0,0,0,118.8852864380384,119.59761880586866,9.156618838817975
127.08847935734596,37.15875342997614,0,670.1727083333334,780.326534045756,0,0,2020,229.0,0,0,0,0,,,,,,0,0,0,93.86633914224672,144.57608841903792,8.499386313734172
127.08694557936886,37.158821524273094,0,213.83916666666664,662.1246217476703,0,0,2020,182.0,0,0,0,0,,85.17,92.5775,,4.0,0,0,0,34.24889379386265,30.184133347453336,4.4508168436280755
