lat,lon,mean,geometry
37.1256226537081,127.071472079079,53.3675,"(37.1256226537081, 127.071472079079)"
37.1256287454303,127.073160660635,12.580833333333333,"(37.1256287454303, 127.073160660635)"
37.1256307706599,127.073723521266,12.777500000000002,"(37.1256307706599, 127.073723521266)"
37.1256327932173,127.07428638195299,11.696666666666667,"(37.1256327932173, 127.07428638195299)"
37.1260713170185,127.070906674399,51.1325,"(37.1260713170185, 127.070906674399)"
37.1260733529701,127.071469538142,46.642500000000005,"(37.1260733529701, 127.071469538142)"
37.1260753862495,127.07203240194099,63.99666666666668,"(37.1260753862495, 127.07203240194099)"
37.126077416856496,127.072595265797,0.9844444444444446,"(37.126077416856496, 127.072595265797)"
37.1260814700538,127.073720993677,8.505,"(37.1260814700538, 127.073720993677)"
37.126083492644,127.07428385770201,4.232857142857143,"(37.126083492644, 127.07428385770201)"
37.1261015757036,127.07934963644199,6.227499999999999,"(37.1261015757036, 127.07934963644199)"
37.126103571571,127.079912501025,1.497272727272727,"(37.126103571571, 127.079912501025)"
37.1264233105788,127.04444944245199,3.7262500000000003,"(37.1264233105788, 127.04444944245199)"
37.126425472161294,127.045012306791,0.91125,"(37.126425472161294, 127.045012306791)"
37.126522016213,127.070904130068,5.135999999999999,"(37.126522016213, 127.070904130068)"
37.1265240521976,127.071466997148,15.642,"(37.1265240521976, 127.071466997148)"
37.126526085509994,127.07202986428499,20.477777777777778,"(37.126526085509994, 127.07202986428499)"
37.12652811615,127.07259273147699,0.41250000000000003,"(37.12652811615, 127.07259273147699)"
37.1265301441177,127.073155598727,0.911111111111111,"(37.1265301441177, 127.073155598727)"
37.126532169413096,127.073718466032,7.824545454545457,"(37.126532169413096, 127.073718466032)"
37.1265341920362,127.074281333394,6.3,"(37.1265341920362, 127.074281333394)"
37.126536211987,127.074844200812,17.55333333333333,"(37.126536211987, 127.074844200812)"
37.1265382292654,127.07540706828699,16.06083333333333,"(37.1265382292654, 127.07540706828699)"
37.1265522753895,127.07934714217,22.392500000000002,"(37.1265522753895, 127.07934714217)"
37.1265562645169,127.080472878066,1.4275,"(37.1265562645169, 127.080472878066)"
37.1265622281655,127.082161482325,3.5862499999999997,"(37.1265622281655, 127.082161482325)"
37.126564210703705,127.08272435052099,1.574166666666667,"(37.126564210703705, 127.08272435052099)"
37.1268718438454,127.043883873594,2.0700000000000003,"(37.1268718438454, 127.043883873594)"
37.126874008135296,127.04444674121001,0.98875,"(37.126874008135296, 127.04444674121001)"
37.1268761697529,127.045009608887,0.33999999999999997,"(37.1268761697529, 127.045009608887)"
37.126878328698204,127.04557247662301,1.0600000000000003,"(37.126878328698204, 127.04557247662301)"
37.1269583884228,127.06696149434799,132.26500000000001,"(37.1269583884228, 127.06696149434799)"
37.126970676682795,127.07033871531901,59.07916666666667,"(37.126970676682795, 127.07033871531901)"
37.126972715372894,127.07090158568,7.950833333333332,"(37.126972715372894, 127.07090158568)"
37.1269747513906,127.07146445609699,4.770833333333333,"(37.1269747513906, 127.07146445609699)"
37.126976784736,127.072027326571,6.173333333333333,"(37.126976784736, 127.072027326571)"
37.126980843409704,127.07315306768801,0.755,"(37.126980843409704, 127.07315306768801)"
37.126982868738,127.07371593833099,2.724444444444445,"(37.126982868738, 127.07371593833099)"
37.1269848913939,127.07427880903099,8.258,"(37.1269848913939, 127.07427880903099)"
37.1269869113775,127.07484167978599,49.29750000000001,"(37.1269869113775, 127.07484167978599)"
37.126988928688704,127.075404550598,21.244999999999997,"(37.126988928688704, 127.075404550598)"
37.126990943327606,127.075967421465,8.9375,"(37.126990943327606, 127.075967421465)"
