,lon,lat
0,127.06150917316641,37.149280591106155
1,127.06161547872827,37.14950332987456
2,127.06186518201919,37.149617022500586
3,127.06095674539348,37.149433071462795
4,127.06123724516807,37.14945708580803
5,127.0614611512756,37.1493198798057
6,127.0683494614262,37.15483885046748
7,127.07355846165295,37.146371168024324
8,127.07327258609129,37.146376097380255
9,127.07298671052963,37.14638102673618
10,127.07215107208306,37.13379107096592
11,127.07243332214682,37.133794943749116
12,127.06087070382422,37.150019520078594
13,127.06099908477829,37.14981046454245
14,127.06098665164728,37.14957898746962
15,127.06194280832932,37.14963235415559
16,127.06171420952604,37.14976980779873
17,127.06158148023891,37.14997046282691
18,127.07333319150352,37.15611238454205
19,127.07306604854416,37.15619079241566
20,127.07279890558485,37.15626920028927
21,127.07254617705095,37.15637855800893
22,127.07242581084438,37.15643307552248
23,127.07237668886962,37.15620838524725
24,127.07228788684988,37.155983055544894
25,127.07212625950916,37.155791029740335
26,127.06221297816565,37.1496040765137
27,127.0635760908058,37.149466436552025
28,127.07205812070904,37.15571550890686
29,127.07232810383259,37.155781831423184
30,127.07259808695619,37.15584815393953
31,127.07333319150352,37.15611238454205
32,127.07307759361794,37.156011573545655
33,127.07282199573237,37.15591076254925
34,127.07277087615526,37.155890600349984
35,127.07289195559244,37.155686934286095
36,127.071933720145,37.15720277501805
37,127.07178344681685,37.157401213043634
38,127.07162963651035,37.15759069467154
39,127.07147583792887,37.15778011607125
40,127.07132217418543,37.15796884484638
41,127.07442111885528,37.14636212815828
42,127.07470287757731,37.14635701574113
43,127.07498463629938,37.146351903323975
44,127.07526639502144,37.14634679090683
45,127.07554815374348,37.146341678489684
46,127.07582991246555,37.14633656607252
47,127.07611167118759,37.14633145365536
48,127.07450300330484,37.148797174442684
49,127.07478576201359,37.1487896744961
50,127.07506852072235,37.14878217454951
51,127.07535127943115,37.148774674602926
52,127.07563403813994,37.148767174656335
53,127.07591679684872,37.148759674709744
54,127.0761995555575,37.14875217476315
55,127.06012087515558,37.15111462837237
56,127.06000578337965,37.15132491446853
57,127.05990305753521,37.151537642554736
58,127.05983212980036,37.15175665004389
59,127.05976120206554,37.15197565753304
60,127.06150917316641,37.149280591106155
61,127.0615927230005,37.14906408254797
62,127.06167627283459,37.14884757398981
63,127.06175982266872,37.14863106543163
64,127.06184337250284,37.148414556873455
65,127.06194658136965,37.1481969157807
66,127.06206692619509,37.148068501160175
67,127.06209942616941,37.14830106561222
68,127.0621189800957,37.148526252744716
69,127.06213853402201,37.14875143987718
70,127.0621580879483,37.14897662700965
71,127.06217764187464,37.14920181414213
72,127.06219753364051,37.14942917671469
73,127.06845616496722,37.146472316816244
74,127.0684661959674,37.146704649397186
75,127.0684701894922,37.14693407611717
76,127.06847418275974,37.147162781450575
